cid,text,amp_prob
7065632324545315585,BBM solid,
7070380108468798209,idol🥰🥰🥰,
7070445363417170689,BBM,
7070525372793963265,galing mo talaga mag speech idol BBM,
7068816237312672514,solid BBM🥰,
7068682665620931329,yas bbto kita,
7068621421546750721,Wala nang botohan panala kana BBM😅,
7070453891518989058,BBM...💪💪💪!!!,
7068520943097938690,"Yessss.. 🥰🥰🥰
Godbless BBM and Sara... Ipapanalo naten to. ❤️💚❤️💚❤️💚❤️💚✌️👊",
7068570631549534977,kkaaproud ka Bbm,
7065858657036518145,"yes BBM, Bong Bong Marcos (Bong bong Balik sa Malacañang)",
7063801408646447873,bbm bbm tayo.sa tunay na pagbabago ng mga pilipino.,
7068755109655659269,grabe puyat at pagod na sya...praying,
7064794788454236930,Amazing... Salamat po BBM.. Desenting Buhay Gusto namin.. Let Love Wins. Pilipino ako.. Proud Pinoy For BBM...,
7071822083533144833,Bbm💯🖤✅,
7071945354463757057,talaga,
7070376161507230466,kapag si BBM ang nag speech nakapa linaw.mas malinaw p sa sinag ni haring araw.di gaya nung iba di malaman san patungu ang pinag sasabi.BBM is the bes,
7068247140522853122,nag aaway kami ng mama at mga katapid ko dahil ako lang BBM any tips para maliwanagan sila,
7068860606513939201,BBM SARAH 🥰🥰🥰🥰SOLID ✌️✌️✌️✌️,
7069087467407885057,sa huli nagkaisa tyo,
7068926784712688385,BBM solid p0 Tayong LAHAT mga Pilipin0 TaaS no0 khit knin0!!!!👊✌️✌️✌️🙏 🇵🇭,
7070700554834150149,syak,
7069038351022211841,Bbm sulid,
7070561249863451393,God bless u bbm sara tayo ikaw n ang new president 2022 ikaw ang karapatdapat mging president ng pinas,
7068942701236388609,BBM,
7068902000683467521,BBM solid💪💪,
7068501315428745985,proud Ako Sayo sir BBM🥰🥰🥰,
7068935160733336322,BBM4EVER and SARAH4EVER ♥️♥️💚 totoo sinasabi,
7070403214055031553,"ang kilabot ng bansa,wheey disente b yyn hindi nagbabayad ng tax,sorry ha hindi pi alo kalaban",
7068862043033780994,yan c bmm makafilipino I love u po for president bong bong Marcos,
7065923855546041090,"god bless BBM,solid ini 🥰🥰🥰",
7065579050257253121,solid bbm kami,
7071785050228343554,mabuhay ang pilipino BBM solid,
7070437602012267265,BBM!!!,
7065807078585385730,solid kami Bbm Sara...,
7070395845657199362,yan ang Presidente natin...Let's continue to pray for his & Inday Sara's safety and WIN!!,
7070370589722280731,Lsban tyo BBM🤩,
7069195214610907906,mabuhay bbm🥰🥰🥰🥰,
7071046701477659394,#BBM matulog kana magpahinga kana. Kc Alam na namin na ikaw na ang susunod na presidente NG PILIPINAS 🥰🥰🥰🥰🥰🥰🥰,
7069243265505673985,ANDITO LANG AKO LODS SOLID N SOLID TO MULA CAVITE!!!,
7069235587605398273,BBM solid,
7072227628790465281,BBM at Sara sakalam,
7069244045105267457,totoo po yan boss bbm kaya nga ikaw ang chosen one na maging presidente ng ating bansa,
7070787755130946306,"next president naten yarn🥰🥰🥰
#SOLID BBMDU30 ♥️✌️👊💚🇵🇭🇵🇭",
7070875361755857665,BBM SARA UNITEAM LANG MALAKAS,
7063682920322089729,iloveyou Po ❤️♥️🥰🥰😍😘😘,
7069237519971271425,solid bbm kme,
7072180530481398530,"♥💚✌️👊
#BBMSARA",
7069072703604884226,ako solid BBM,
7064149216071271169,Ang susunod na presidents nang pilipinas sa Norte bbm,
7065251163993768730,proud BBM and sara God bless po,
7070732178137105153,solid BBM aq,
7063662228406797057,mabait pero di nawawala Ang inggit yan dapat mawala sa pilipino...daming inggit po sayu kaya cla Ang nang aaway😂...kaya BBM para sa pag babago .,
7070346780621144834,wow bbm talaga solid yan ang gusto ko sayo eh.,
7063720751996338946,kawawa pilipinas jan,
7072122250174366465,bbm yahoooo 🥰🥰🥰🥰🥰🥰🥰pnalo.n yn🥰🥰🥰🥰,
7069260124598780674,💪BBM❤️✌️,
7069340613984666370,Bbm solid❤️❤️,
7069323019193713409,bbm🥰,
7069293988829971202,Sana pag nanalo xa Para sa magsasaka ang tanging hilig namin Lalo kming nahihirapan,
7069329338877248258,un dapat ang speech,
7071057520290333441,salute Ako sa idol ko🥰🥰🥰🥰,
7071092222808441602,solid bbm🥰🥰🥰,
7069280085337555713,solid BBm kmi,
7072236217647137537,buong pamilya nmin solid BBM@Sarah#bataeñoako,
7064851105318421250,BBM SOLID,
7069318286424769285,bravoooo,
7071046455486317313,Kinilabutan ako dto ramdam ko sa puso ko na lumalaban c #BBM hindi para sa kanyang interest kundi para sa kanyang Bansa.. ❤️❤️❤️,
7071958186194125569,hmm...,
7063239351420912385,solid BBM sara ako....🙏🙏🙏,
7069310394544292610,Bbm solid na tayo mga ka bbm,
7069529280119685889,BBM🥰,
7077826663370736386,"Asus. Isang Bansa, Isang Diwa ng panahon ni Marcos. Budol budol na Naman tayo",
7064895763213812481,True po sir ❤️♥️,
7067014110843978497,bbm bbm bbm sarah2022❤️❤️❤️✌️✌️✌️✌️,
7063679995562050306,sino BBM dito pa heart po😊,
7069341601910653698,solid BBM family ko,
7065826233791300353,bbm solid,
7069535612373926657,solid BBM SARAH,
7069434745465242370,gogogo bbm godbless u ingat po BBm🥰🥰🥰,
7071639949799736066,manalo na yan halos lahat ng aking lugar bbm lahat,
7072541223235863298,BBM/SARAH Solid,
7069533977350472450,BBM.....,
7071653226030105345,Sana LAHAT nang pilipino bbm Tayo gabayan ka nang pangenuon bongbong marcos,
7069314157027918593,BBM 🥰🥰🥰,
7069366121484436226,wala pulos paninira sa kampanya. puro plataporma talaga. sa ibang kandidato puros paninira,
7071600909159596802,Sana po manalo kayo🙏🙏🙏🙏,
7071294912960168705,God Bless Po,
7079200625036673794,gusto kong ma experience na maging proud sa aking lahi,
7069595828813546242,Baka BBM✌👊❤ nmn yan🥰,
7069384343990829826,solid BBM🥰,
7064734984137097986,"BBM,",
7071105252033184514,uniteam......panalo na Po kau..Mr:president...,
7064769792963904258,BBM♥️♥️🙏🙏🇵🇭🇵🇭,
7063668552087143170,kahit sinong uupo na prisedente mahihirap parin Ang Pilinas😂😂😂,
7071782534233047809,mabuhay ang pilipino bbm,
7069556770112602881,Go go go BBM SOLID TO BASILAN AKO,
7063983023322153730,Solid BBM-SARA.. GODBLESS & MORE POWER🥰,
7069783836762768130,yes taas noo po ako kc boboto na ako malapit na team uniteam po🥰🥰,
7069703136633520902,"Darating ang panahon maaalala nyo ko pero hindi ninyo na Ako makikita
Said;Ferdinand Marcos BBM tau gumising na Tayong laht s katotohanan",
7071884930061714177,bbmsar solid,
7072691314743116546,BBM solid SARA,
7071850238420058881,"tama hnd tau palaaway ,dhl tau ay mapagmahal ,Yan ang presidente ko 👊✌️totoong may malasakit s bansa at hangarin n pagkaisahin ang bawat pilipino ,",
7069578428579775233,sino solid Bbm dito?,
7069607395487449858,BBM❤️❤️❤️,
7065360557800948481,amen🥰🥰🥰,
7071975657156756226,solid bbm,
7071109373493560065,go go bbm. manalo kayo dalawa enday sarah.,
7064468383056233218,BBMSolid 🥰,
7069257805601424130,puro salita na lang,
7063786032969335553,baliktaren man Ang Mundo solid ako bbm,
7063651379520979714,lord protect for my tatay bbm this 2022 🥰 sha po ang aasahaan naming tatay ng lahat sa 2022🥰,
7072110869198979841,BBM 🥰🥰🥰po ofw Riyadh🥰🥰🥰,
7069560700351955713,BBM-Sarah✌👊❤💚,
7065274451885720321,Ako BBM solid,
7070283389013590785,Yes po❤️💚❤️💚,
7069984656712205057,solid bbm...,
7039554342995149570,balik Ang meralco maynilad petron 🥰 bbm ako,
7039548325809062657,"never mo tlga sya naringgan magsalita ng laban sa mga ibang presidentiables, yan ang kaibahan niya sa lahat! focus lang siya sa kampanya nya!",
7039554396660908802,KASO NANG GIGIGIL TLAGA AKO SA MGA DILAWAN E ESTE PINK PALA LALO NA KAY KIKO PAKI SABI NAMAN OR MENTION NYO NAMAN DITO,
7039548188147352321,good governance ang kailangan nd yan record mo na wala ginawa,
7039573810697634561,big yes🥰,
7039523700051395329,"you have a good heart ❤️❤️❤️God bless you..
Solid BBM ❤️Sara 💚",
7039554504488370946,sabog paren,
7039554517138326274,KAPAG NATALO AKO NI KIKO NG SUNTUKAN PWEDE NA NYANG IPAHUKAY ANG LIBINGAN NI APO LAKAY😂😂😂😂,
7039523920512647937,"""AKO AY PILIPINO ! TAAS NOO KAHIT KANINO"" ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",
7039524366291583745,Si leni lang nman kasi may gusto ng gulo da pilipinas na sya nmang namana ng kanyang mga supporters ne feeling entitled rt🤮,
7039524477365076738,"Ingatan ka Nawa po... 🙏😇
#BBMSARA2022
#BBMFORPRESIDENT
#SARAFORVICEPRESIDENT
Maingatan nawa kyu... Bigyn ka ng kalakasan at malusog na pangangatawan",
7039524519211959042,kay bbm lng talaga my ganyan,
7039525240774787842,hawak ko 6k hearts mo🤣AHHAHA #BBMFORPRESIDENT❤✌#SARAFORVICEPRESIDENT💚👊,
7039526006436856577,♥️♥️♥️🇵🇭💚💚💚🙏😇,
7039526135889281794,#BBMSARA2022✌️👊❤️💚🇵🇭,
7039572616428503810,BIG YESSSS....100%...SUPPORT MARCOS/DUTERTE FOR 2022.....SOLID SUPPORT PHILIPPINES....AND OTHER COUNTRY...,
7039554836446380802,FUTURE PRESIDENT GODBLESS YOU 🥰 AND SA MGA KASAMA NYO PO🥰,
7039548147206947585,lakas cmd pala si harry roque? kala ko PDP siya,
7039548135559561985,"napansin ko lang, yung part ng mask di nangitim but the rest ng mukha nya nangitim dahil nga bilad sa init. di tulad sa iba dyan ayaw mainitan HAHAHA",
7039548073085403905,hahaha.. #mannerism 😂😂😂,
7039572585872573185,yes.bbm lahat kami.,
7039554988896600833,leni nyo lugaw na,
7039547906122302210,pagodd na si bbm,
7039554989043827457,paltaporma,
7039527521041531649,"Sana bago mag botohan, makita ko itong future president at vice president ko ❤️💚",
7039547697518560002,"BBM for President 2022
Sara for VP 2022 🇵🇭 ✌️👊",
7039547624189920002,BBM SARAH,
7039528230629524225,😢😢😢😢😢😢😢naoyak ako😭😢❤❤❤❤❤❤❤❤❤❤❤👏👏👏👏👏👏👏👏💚💚💚💚💚❤❤❤❤❤❤👊👊👊👊👊✌✌✌✌✌✌,
7039547391678792450,akoy Pilipino at proud akong si #Bbm ang presidente ko✌️👊❤️💚🇵🇭🇵🇭🇵🇭🇵🇭,
7039555265595212546,ganyang ang speech di kinakailangan manira ng ibang kandidato pra tumaas lang ang ratings🥰,
7039555370897507073,BBM solid here,
7039547290981597954,BBM SARA. RIGHT TANDEM ✅↔️👉,
7039555398164218625,grinding yern,
7039547228570403585,bbm priud aku sa mga marcos ibalik natin si pangul9ng marcos🥰🥰mab7hay bbm at sarah duterte im so proud of you,
7039528905799631618,🥰🥰🥰🥰,
7039555465767928578,yesss go go go BBM BBM BBM,
7039555489877459713,Solid Marcos,
7039572078705525506,Bbm sara para sa 2022 😊,
7039529576318665474,❤️❤️❤️,
7039529761630061314,❤❤❤❤❤❤❤,
7039571673335087873,BBM solid po from nueva ecija,
7039547048223785729,Wala naman.... ang nasa ugali ng mga Pilipino ang maging mabait 😆 WALA NAMAN DAW PALA EH 🤦🏼‍♂️,
7039547026714952450,hoy Boy Hiwit wag kana magpanggap hahaha,
7039555877183652609,ako lang ba? natatawa kay spox harry😂😂😂,
7039529767099630338,bbm oppo🥰 pahinga ka muna mananalo kana🥰 kaht si sandro nalng regalo sa pasko 🥰🥰🥰,
7039529882052788994,🥰🥰🥰🥰🥰,
7039571449413239553,Yan ang tama walang paninira sa kapwa kandidato,
7039555939758473985,tama po sir bbm,
7039529905574396673,Bago lang ba to? mukhang wala pang tulog si Sir BBM,
7039529918510154497,saan po save video🥰🥰,
7039546997090960130,"May nanalo na!! Wala ng election,, inggit pikit",
7039546935606805250,yan ang bbm taas nuon siya pilipino,
7039529990299812609,Ganyan ang presidente kahit anong pangsisira ay binabalewala dahil Alam niya na Tama ang kanyang ginagawa,
7039571050292314882,ung mukha ni bbm grbi hlata na ung pagod sknya,
7039556202686169858,I'm so proud of you bbm🥰🥰🥰,
7039530032846766850,❤❤❤,
7039556237121520386,yung tao di naninira ng kapwa kandidato ✌👊👊✌yan president natin🥰🥰🥰,
7039530395142619906,Yan president Hindi yong puro yabang...🥰🥰🥰🥰,
7039556285250929410,Mula sa puso talaga mga speech nya✌️🥺❤️,
7039556294365217537,GALING NAMAN NG POPS KO❤️🤧,
7039530629373199105,yes BBM lang po,
7039556468219560705,solid BBMarcos,
7039556497797350145,BBM for president ✌️✌️✌️✌️✌️,
7039530684448981761,"yang kanta n yan, hndi narinig nung panahon ng mga dilawan",
7039556511026381570,SALAMAT AT NAGBBALIK NA ANG MARCOSES🥰🥰🥰🥰,
7039530700831752961,♥️♥️♥️♥️💚💚💚💚💚💚☑️☑️☑️☑️,
7039556523915985665,"Yan talaga ng gusto kong Marinig, Ibalik natin maging proud tayo bilang Pilipino",
7039530788932584194,ramdam ko yan🥰🥰🥰,
7039546756861854465,Ramdam ko na ang BBM-DUTERTE Sa 2022! ! !,
7039556604932997890,"speech ni bbm lakas talaga makadala
speech ni leni ewan haha",
7039530845761323777,"Simpleng mamamayan di kailangan ng ginto,ituloy mo ang vision ng yong ama para sa Pinas noon BBM,TY kay PRRD ,nging maayos din pinas",
7039530854439797506,вопgвопg fоя Pяё$їdёпт 🇵🇭🇵🇭🇵🇭,
7039569999601713922,solid bbm sara,
7039530861251166978,😂😂😂😂😂👎👎👎,
7039530927772566273,SOLID BBM SARA PANGASINAN✌️❤️,
7039530924463719169,Ito lng tlga ang ang npakinggan kung speech n my malasakit ndi lng sa bnsa kundi sa lhat ng mamamayang pilipino..we love BBM & Sara...🙏💚👊🇵🇭✌️,
7039569820543304450,"remember martial law, very bad",
7039530961240359682,😂😂😂,
7039531092864451330,"Paps bat parang pagod na pagod ka..kulang sa tulog. .
keep safe po..love ka namin😘😘",
7039556967610319617,"Tama yan tayu ay pilipino taas noo kht kanino. Magkaisa tayu 🥰
Yung iba lalaban ako lalaban ako para lugaw lang Ang kainin nyo😂😂😂😂😂😂",
7039531168924533506,BBM FOR PRESIDENT I VOTE,
7039531199601066754,sana di dayain tulad nung vice sya..,
7039546340246225665,Solid #BBM,
7039531201216283393,ganyan yung mabuting puso na presidente at may malasakit sa kapwa Hindi yung iba mangangampanya naninira ng kalaban 😂,
7039557219494560513,hahahahahh,
7039546297040274178,BBM SARA FOR PRESIDENT & VICE PRESIDENT 2022 ❤💚❤💚❤💚❤💚❤💚❤💚❤💚❤💚❤💚❤💚,
7039569540657398530,only BBM supporter can heart this ❤️,
7039531273018360578,BBM SARA LANG MALAKAS,
7039546213380915969,Sarap sa tenga ang sinabing ito ni BBM 🙏🇵🇭,
7039557332946256642,tagos sa puso🥰,
7039531308028003073,"proud to be filipino..
sure win na ang aming mhal n bbm at inday sara🥰",
7039531332288627458,ang sarap maging pinoy . . #BMM/SARA2022,
7039569191598670594,miss shawie ito talaga ung tinatawag n desente🥰proud BBM🥰🥰🥰,
7039531371383603969,parang umitim na eyebag ni bbm..phinga nman po..,
7039557653512635138,gpgogo Idol iboboto kita idol,
7039531414941319937,go BBM✌️✌️✌️💖💖💖,
7039531407156970242,"very well said!👏 my president 2022... Godbless to all filipino!!👍💪✌️✌️✌️Go, BBM",
7039550977522828034,Bravoooo,
7039557788595094273,Parang si FEM nagsasalita 🥺,
7039531563587175169,tama po kayo bbm dapat magkaisa para umsenso naman ang ating bansa.,
7039531565273219841,Bongbong Marcos for PRESIDENT,
7039557931465245442,Yan ang Presidente ko❤️✌️🇵🇭🇵🇭🇵🇭,
7039546137523012353,npka humble ng tao na to.krapat dapat mging pangulo.✌️👊❤️,
7039567832358617858,solid bongbong marcos Sarah Duterte ✌️✌️✌️👊👊❤️❤️💚💚,
7039531590925632258,palong palo hahaha,
7039558047378719489,kakaiba talaga si bbm nagtuturo ng pgkkaisa samantalang ang iba di mawwala paninira s kapwa nla solid bbm forever✌️🙌🥰,
7039531625574843138,GO BBM....,
7039531664863036161,correct,
7039558084695491330,buti pa itong si dadi Bong² ko pag nag speech s masa di ka makakarinig ng masama laban s kalaban nya e.. kaya lavs na lavs ko to eh✌😍😊👏🇵🇭👊,
7039531707556643586,✌✌✌✌✌👊👊👊👊❤❤🙏,
7039531719913046786,Pustahan sa debate nila yung banat ni leni yung banat nya din nung tumatakbo sila nung VP HAHAHAH,
7039558132599292673,isa akong kabataan na mas naging makabayan dahil sa marcoses❤,
7039531734371222274,kailan to?,
7039558197178417922,Basta pag si BBM auto like Yan 🥰,
7039566856021492482,",,bbm✌️",
7039546008086496001,"may puso tlga .. di gaya sa lugaw , nonsense at bitter mg speech ..",
7039531760929522433,parang magulo sya magtagalog utal utal at paulit ulit...panay ganto nalang wala ba plataporma???? bolaporma lang???,
7039531783302071041,"alam ko na kung bkit sinabi ni prrd na weak leader si bbm..in the sense of he has a big heart for the pilipino's, prrd knows how he feels..",
7039545899240162050,sure win n yan...BBM ❤️❤️❤️,
7039566702182941441,🥰🥰🥰,
7039566633002222337,yqn ang presodente namin... 🥰🥰🥰 ❤❤✌✌👊👊💚💚,
7039545887575540481,solid BBM,
7039531817564898050,BBMSARAH✌❤👊💚🇵🇭,
7039545359148106497,Ang dugo'y Maharlika...,
7039545252939694849,"🇧 🇧 🇲 🇫 🇴 🇷
🅿🆁🅴🆂🅸🅳🅴🅽🆃
BBM REAL NAME: 𝐅𝐄𝐑𝐃𝐈𝐍𝐀𝐍𝐃 𝐑𝐎𝐌𝐔𝐀𝐋𝐃𝐄𝐙 𝐌𝐀𝐑𝐂𝐎𝐒 𝐉𝐑.
𝔹 - 𝔹ℝ𝕀ℕ𝔾
𝔹 - 𝔹𝔸ℂ𝕂
🇵🇭✌️❤️👊💚",
7039531901283025666,BBM DU30 SOLID ❤️❤️❤️💚💚💚,
7039545174678848257,bsa nomo yn knina andon ako,
7039532107999642370,"GOD BLESS ALL OF US.AMEN,ALLELUIA.",
7039566220793856770,yes to bbms,
7039544484191273730,yes ...tama ka bbm.. kya saludo kami sayo . kc hndi ung gaya ng ibang kandedato poro pasaring sa kontra..,
7039544420865540865,tama. solid bbm. bbmsara2022,
7039544128761873154,mabuhay solid BBM,
7039543873433748225,wala na atang tulog tung pamilyang marcos ang lalaki ng mga eyabug sa mata 😅,
7039532124629943041,Yan ang mindset ng tunay na president,
7039532218377061122,solid bbm,
7039532256964444930,BBM FOR 2022 PRESIDENT,
7039543585443857153,kami ng pamilya ko at straight bbm/Sara at sa mga senador na nasa linya ni pangulong duterte lahat yan po Ang iboboto namin,
7039532296709636866,bbmsara,
7039543385119900417,BBM DUTERTE solid,
7039532369380557569,Yan ang Presidente natin🥰 kahit anong pagod laban pa rin😍❤️✌️🇵🇭🇵🇭🇵🇭 #BBMSARA2022❤️💚✌️👊🇵🇭🇵🇭🇵🇭💯,
7039532467535512322,He looks sooo Tired😳 but still..... he’s fighting for his People & Country,
7039532535814177538,ang galing talaga mag speech,
7039542061892600578,ganyan ang disenteng tao...walang pang aalipusta sa kalaban...pagkakaisa ang hanagarin❤💚proud SOLIDBBM-SARA,
7039559747783869185,tama po sir. God bless you.,
7039532548074013441,mahal ka namin BBM,
7039565357220102913,Yang ang pangulo 🥰 keep it up bbm,
7039532578248213250,Pagmamahal sa Republika ng Pilipinas ✌👊❤,
7039565158444417793,@manthanopia how a true leader speaks 💕,
7039532619771888385,👊✌️💯,
7039532777997517569,yan ung President ko humble kaya minamahal sya ng taong bayan✌️✌️❤️🇵🇭,
7039564777466954497,"🇧 🇧 🇲 🇫 🇴 🇷
🅿🆁🅴🆂🅸🅳🅴🅽🆃
BBM REAL NAME: 𝐅𝐄𝐑𝐃𝐈𝐍𝐀𝐍𝐃 𝐑𝐎𝐌𝐔𝐀𝐋𝐃𝐄𝐙 𝐌𝐀𝐑𝐂𝐎𝐒 𝐉𝐑.
Pa Pin po .thank you 🥰",
7039532892204811010,BBM and SARA,
7039532963415147266,"kaya, kaya ni leni mag salita ng ganyan at hindi pa utal utal hahahahahaha",
7039540543625790210,solid BBM🥰🥰🥰,
7039540482829173506,grabeee un eyebags🥺,
7039564494133248770,matulog kana muna hahha antok kana eh,
7039564225916322562,pareho ni FEM mag speec! galing!!!!,
7039560515735732993,aayang hndi sumama si sandro dto pa naman samin yan🥺🥰 ok lng nakita ko naman siya sa personal🥺🥺🥰,
7039536518448661250,yan Ang president ko,
7039532998529860354,"Ganyan ang speech. Hindi yung purus paninira lang yung sinasabi HAHAHA
#bbm",
7039560584194540290,"guyss patulong nmn may katanungan ako tungkol sa kanila. nalilito na kasi ako ang daming anti marcos na kapitbahay namin, sana masagot niyo mga lods",
7039536381622010625,BBM solid,
7039532999087702786,"MABUHAY👏👏 MY INCOMING PRESIDENT BONGBONG MARCOS,✌️✌️❤️❤️INDAY SARA DUTERTE FOR VICE PRESIDENT👊👊💚💚🇵🇭🇵🇭🇵🇭",
7039563705964970754,solid bbm aq,
7039533068184945409,"galing ng speech may katuturan at may laman,parang c Apo lakay,proud to be a filipino.",
7039536189787620097,#BBM FOR THE WIN 2022,
7039533100648481538,"Wow! ito hinahanap ko na maging presidente si BBM, pang kalahatan ang laging nais ang mag kaisa tayong mga Pilipino plus VP Inday SARA ✌️👊🇵🇭❤️💚",
7039536054286418690,BBM LNG SAKALAM ✌️✌️✌️✌️✌️💯💯💯💯💯🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭,
7039535228414706433,budol budol,
7039535155433718529,bbm lang sakalam #bbm n#1,
7039535131174503169,Si harry roquie bayun correct me if im wrong,
7039534812671116033,"Ganda ng mensahe at hangarin mo sa amin Manung Bongbong, na kung tutuusin ay maari n kayong mag relaxrelax, pero anjan pa rin yung Pagmamahal mo samin",
7039533098778297089,yan ang PRESIDENTE KO ✌️🐅👊❤️✔️💯,
7039563106724987649,BBM PLEASE PLEASE PLEASE STAY HEALTHY!!!!!,
7039563069626090241,"palakasin u po lalu katawan ninyu gulay,fish,at sinabawang manok 🥰🥰🥰 need ka ng sambayanang Filipino",
7039534687157043969,nagtatabingi,
7039534465215644417,yes Bbm Sarah solid,
7039533295889793794,bbm lang at Sara du30 lang tayo,
7039533297223385857,phillipines no.1 rich country! soon to be 😏😏😏😏😏😏😏😏😏mabuhay ka BBM SARAH para sa pgbabago 😬😬😬😬😬😬😬😬😬😬god bless u all,
7039534394356663041,Proud BBM💪💪💪❤️❤️❤️❤️,
7039533354785538817,Poowtaah!! Apakagaling talaga mag salita ng Presidente ko👊👊👊✌️✌️✌️✌️Woooh nakakaproud tlga 😍😍😍,
7039533390261371650,yes na yes po,
7039533459521684226,"ang galing mo BBM, excited n po kayong maging maganda ang Pilipinas,... ramdam ko po ang eagerness po ninyo na maging maayus na ng Pilipino lifestyle.",
7039533454530691841,ndi Pilipino ung mga nang aaway sa kanya 😂😂😂😂😂,
7039534300903457538,Mabuhay ang Pilipino!!...yan ang Presidenteb ko at vice si Sara syempre,
7039533516442632961,"yan ang presidente ko,idol pa..✌️✌️✌️",
7039533675029152513,bbm please alagaan niyopo ang health niyo. ramdam kopo ang pagod niyo🥺,
7039533688125178626,durog nanaman ang puso ko tuwing maririnig kong nag sasalita si BBM. BBM SARAH solid.,
7039534230997156609,boss parang natutuyo ang laway m ha inom k muna ng tubig😁😁,
7039534169340887810,SAVAGE ANG SPEECH NI BBM TAMAAN ANG TATAMAAN TALAGA EH.,
7039561801117516546,Anong klaseng merong gobyerno ang pinas🥺,
7039534181952586497,halata po ang puyat at pagod po ng presidente natin guys. ipagdasal po natin siya bigyan pa po ng maraming lakas para sating bansa. we love u BBM SARA,
7039533790138090242,BBMSARA✌👊,
7039533881137087233,BBM FOR THE PRESIDENT PROUD BBM SUPORTER FROM BICOL 🥰🥰💯📢📢,
7039534075040400130,Sana katulad padin ni tatay digong susunod na pres.hnd man niya naubos mga adik at masasamang tao at least madaming nawala at ramdam ko un👊👊,
7039533947142980354,ibalik mo Po murang bilihin.lalo na Ang tubig at kuryente mhl na bbm at Sara para makaahon sa kahirapan,
7039534068929102593,yesss taas noo tau mga pilipino..BRAVO,
7039562160137143042,yan ang tunay na pilipino mapag mahal🥰🥰🥰 kaya BBM talaga ang dapat maging pangulo ng ating bansang pilipinas God bless po 🙏🙏🙏❤️❤️❤️,
7039562174490379010,"yes, ako ay pilipino taas noo kht knino",
7039562042524680961,Namiss q talaga ung kantang ako ay pilipino taas noo kahit kanino,
7039533932735808258,♥️♥️♥️,
7039561953970602754,go bong2x for presedent🥰🥰,
7039561933082870529,yes ako ay pilipino TaaS noo kahit kanino proud pilipino Bbm for president,
7039561666543371009,Go BBM my president,
7039562405491688193,SOLID BBM,
7039561652295156482,dapat ganyan walang siraan... bakit yung iba mga napakaitim ng mga budhi di marunong sa salitang pagpapatawad move forward na dapat.,
7039561579758682882,Very strong words,
7039561544485077762,"mga KABBM,kung may kakayanan po magbantay sa bilangan sa election gawin nyo po.para sigurado wlang dayaan....God bless!!",
7039561493113291521,":PLS SHARE NATIN PO SA FB..MAKITA NG MGA WALANG TIKTOK.
#BringBackMarcos
#BBMSigawNgBayan
#BongBongMarcos
#ProtectMarcosJr
🙏✌️💪🇵🇭",
7039534392288838401,❤️💚👊✌️,
7039561477938086657,👏👏👏🙏🙏🙏🙏,
7039562678276899586,Kitang kita ko sa mukha ni BBM yung hirap at pagod sa pangangampanya 🥺🥺,
7039562681351144194,bbm ✌✌✌✌✌✌✌✌✌✌✌🇸🇽🇸🇽🇸🇽🇸🇽🇸🇽🇸🇽🇸🇽🇸🇽🇸🇽🇸🇽🇸🇽🐆🐆🐆🐆🐆🐆🐆🐆❤❤❤❤,
7039562694676251394,Di na nahiya sa mga salita mo.. Maliwanag pa sa sikat ng araw lahat ng kawalanghiyaan nagawa ng pamilya nyo,
7039561462121546497,BBM for President ✌️✌️❤️,
7039562726464979713,pahinga muna po sir bbm mata mo nakikita Ang pagod,
7039561469691921154,BBM 🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭,
7039562837681095425,"pahinga ka rin po, presidente namin.🥺",
7039561422354957057,Nguya nguya,
7039562973156868866,pahinga po muna kayo,
7039562971794391809,Madaming hudas kc dto sa oinas sariling tyan ang iniisip,
7039561373294232321,magbobotohan pa ba?😂😅MANDADAYA LANG NMAN KALABAN EH!***BBM-SARA LANDSLIDE NA YAN🥰***,
7039563079885751042,still...,
7039561370320356097,a man full of respect 🥰,
7039563174030672641,"Hindi pala away? Pakiinform mga supporters mo, para may unity hahaha",
7039561359574549249,solid bbm and sarah Duterte ✌️✌️✌️✌️✌️✌️✌️👊👊👊👊🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭,
7039563205894750978,bbm,
7039563210076848898,“Sa republika ng Pilipinas”. Ganyan dapat ang speech pa anggat para sa Pinoy di paninira. ❤️💚✌🏽👊🏽,
7039563301604508418,♥️♥️♥️,
7039563351139140353,Sir Bongbong nagparehistro na po ako...ikaw po Presidente ko...,
7039561111536517889,"consistent yung speech niya, very pure, true, and simple, such a humble person✌",
7039563607583097602,"Heneral luna yan din gusto nya sa bansa magkaisa eh, pero ano ginawa nila, sakit na ata ng pilipino yan kaya di naunlad eh, inuna pa sariling interes",
7039563609743573761,Gogo BBM ikaw ang presedente,
7039561033693971202,bbm sara ❤❤❤,
7039533065894642433,Yeeeeessss yan ang ating presidente 💪👍🏻👏💯❤️❤️❤️💚💚💚💪💪💪💪💪💪💪💪👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻❤️💶❤️❤️❤️❤️❤️❤️❤️💚💚💚💚💚💚💚💚WeloveuBBM,
7039563679767692033,my president ❤,
7039560907957469953,di nila pedeng dayain si bbm dahil makakatikim sila ng himagsik ng taumbayan,
