source,post_id,container_id,user_id,datetime,text,length,likes_received,replies_received,amp_prob,is_sockpuppet
pantip,16979,42118951,pantip_6539879,2023-07-15 07:38:55,สุดท้ายก็จะต้องแยกจากกัน เป็นสัจธรรม การเมือง แค่เมื่อไหรเท่านั้น,65,0,,,0
pantip,16980,42118951,pantip_6346397,2023-07-15 07:47:06,จริงๆก็ต้องเห็นใจก้าวไกลด้วยครับ เพราะนโยบายหลักๆที่หาเสียงใว้อย่างการขึ้นค่าแรงและสวัสดิการต่างๆเค้าไม่มีปัญญาจะทำได้ ถ้าถอยเรื่อง 112 อีกเรื่องแล้วเค้าจะเอาอะไรไปคุยกับด้อมได้ล่ะครับ,184,1,,,0
pantip,16987,42118951,pantip_7389721,2023-07-15 08:39:02,จขกท. มั่วไม่เนียน ถีบขาคู่,27,1,,,1
pantip,16989,42118951,pantip_6630265,2023-07-15 10:01:58,ก็เข้าใจตรงกันเสียที ข้ามาเพื่อรื้อระบบ ให้เป็นตามใจข้า ปากท้องของพวกเจ้า แค่โฆษณาสร้างภาพ เพี้ยนขำหนักมาก,106,3,,,0
pantip,16991,42118951,pantip_4115311,2023-07-15 12:03:56,ดูจากนิสัยของพิธาแล้ว ไม่ใช่คนดื้อรั้น สังเกตุได้ไปทุกที่ทุกวงการได้ กีฬา บันเทิง และไม่เคยกร่าง เหมือนลูกพรรค น่าจะเป็นคงที่ประณีตประนอม ก็ไม่เข้าใจเหตุผลกลใดถึงดื้อดึง,169,1,,,0
pantip,17000,42118960,pantip_7630122,2023-07-15 07:44:25,ลุงป้อมลุงโต๊ะ เป็นนายกสมาคมดนตรีร๊อค เชียร์สุดใจ ส่งใจไปซ้อม. ฝากใจ ไปแข่ง ชีพจรเต้นแรง. เชียร์คนเก่ง คนไทย อิอิ,113,0,,,1
pantip,17001,42118960,pantip_7070984,2023-07-15 08:00:31,คะแนนปาร์ตี้ลิสต์ 400000กว่า จะได้เป็นนายกฯจะบ้าตายประเทศนี้,60,0,,,0
pantip,17007,42118962,pantip_7630122,2023-07-15 07:40:17,ทักษิณ. นอนมา อิอิ,18,0,,,1
pantip,17008,42118962,pantip_6346397,2023-07-15 07:40:51,ไม่ได้เชียร์ก้าวไกลกับเพื่อไทย แต่คิดว่าคุณเศรษฐา เพราะถ้าดันทุรังเอาลุงใดลุงหนึ่ง รับรองว่าวุ่นวายแน่ ส่วนพระเอกลิเกขอยาดตัดทิ้ง เพราะสอวอไม่เอาแน่,148,0,,,0
pantip,17015,42118962,pantip_4115311,2023-07-15 11:57:48,ป้อม,4,0,,,0
pantip,17017,42118962,pantip_7454794,2023-07-15 18:33:43,ป้อมปราบศัตรูพ่าย prawit defeat the enemy.,42,0,,,0
pantip,17127,42119016,pantip_7611335,2023-07-15 09:52:24,เอาตรรกะอะไรมาคิด เพื่อไทยไปเป็นฝ่ายค้าน และเพื่อไทยไม่จำเป็นต้องถีบทิ้งกก. เพื่อไทยได้นายก มีกก.ร่วมรัฐบาลด้วย จะทำให้รัฐบาลเข็มแข็ง นอกจากกก.ไปเป็นฝ่ายค้านเอง,160,1,,,0
pantip,17129,42119016,pantip_7576663,2023-07-15 09:51:03,ทำไปเถอะครับ ให้ ปชช ได้เห็นธาตุแท้พวกอ้างว่าเพราะปิดสวิทตัวเอง รวมถึง สส. บางพรรค ที่เคยมีเจตนาร่วมปิดสวิท ดีกว่าไม่ทำไรเลย,124,0,,,1
pantip,17130,42119016,pantip_3171069,2023-07-15 15:16:24,คิดว่า เค้ารู้อยู่แล้วว่าทำไม่สำเร็จ ในตอนนี้ และลึกๆ คงจะมีแผนที่จะเป็นฝ่ายค้านด้วย แต่ ณ ตอนนี้สิ่งที่ทำคือเผยแต่ละพรรคว่าเป็นยังไงให้ ปชช เห็น อันนี้ความคิดเห็นส่วนตัวของเรานะคะ,180,0,,,0
pantip,17177,42119032,pantip_7576663,2023-07-15 09:44:00,เห็นด้วยกับ คห นี้ เด่วพวกฝักใฝ่เผ็ดกลางก็จะมีข้ออ้างอื่นอีก เขามีธงอยู่แล้ว ยื้อๆไป ทนอีก 10 เดือนละกัน 555,108,0,,,1
pantip,17179,42119032,pantip_7630122,2023-07-15 09:42:46,แล้วจะเอาอะไรไปหลอกเด็กๆ ไปติดคุกวะ เครียด อิอิ,47,2,,,1
pantip,17284,42119046,pantip_7585251,2023-07-15 11:13:58,หลังถูกยุบ ต้องมีชื่อใหม่ครับ ผมเสนอ พรรคชาติหน้า,49,2,,,0
pantip,17340,42119052,pantip_7620528,2023-07-15 09:14:40,สัญญาณดี สัญญาณแยกตัว,21,2,,,1
pantip,17341,42119052,pantip_7620528,2023-07-15 09:18:03,ภูมิธรรมเพิ่งรู้,16,2,,,1
pantip,17344,42119052,pantip_5414712,2023-07-15 16:37:24,ไม่ต้องซ้อม จำได้ขึ้นใจ5555,27,1,,,1
pantip,17349,42119052,pantip_7585251,2023-07-15 11:05:07,ด้อมส้มไม่ถอย แต่ ถ่อย,22,3,,,0
pantip,17383,42119058,pantip_7629961,2023-07-15 09:16:29,มีใคร พอรู้เรื่องเผด็จการ ไม่ครับ คือเราค้นหาข้อมูลในกูเกิ้ล แต่เราอ่าน เราทำความเข้าใจไม่ได้ จึงมาตั้งกระทู้ถาม อยากคนที่รู้ อธิบายแบบละเอียด และเข้าใจง่าย หน่อยน่ะ ขอบคุณจ้ะ,175,4,,,1
pantip,17384,42119058,pantip_5568526,2023-07-15 09:27:43,เผด็จการแบบไหน มีหลายรูปแบบมาก สมัยก่อนเผด็จการ คือฟาสซิสต์,59,0,,,0
pantip,17385,42119058,pantip_7630122,2023-07-15 09:40:16,เผ็ดกลาง คือ เผ็ดแบบพอดีๆ. เด็กทานได้. ผู้ใหญ่ทานดี ประมาณนี้ อิอิ,66,1,,,1
pantip,17386,42119058,pantip_7632805,2023-07-15 09:47:45,การปกครองแบบเผด็จการคือการปกครองแบบเบ็ดเสร็จ กล่าวคือผู้นำหรือกลุ่มผู้นำอย่างรัฐบาลมีอำนาจในการบริหารประเทศแต่เพียงผู้เดียว ไม่มีใครอื่นที่มีอำนาจมากกว่านี้ ตัวอย่างเช่นประเทศไทยในตอนนี้ไม่ได้ปกครองแบบเผด็จการเพราะรัฐบาลมีอำนาจเพียงด้านการเมือง ไม่มีอำนาจด้านตุลาการหรือด้านทางการทหาร,284,3,,,1
pantip,17387,42119058,pantip_2136250,2023-07-15 13:41:04,แล้วที่ กก.จะเอาอำนาจทางการทหารมาอยู่ใต้คำสั่งนายก จะเป็นเผด็จการไหมครับ,72,1,,,1
pantip,17388,42119058,pantip_7632805,2023-07-15 13:44:33,ตามที่บอกเบื้องต้นครับ การจะเป็นเผด็จการได้ ต้องรวบรวมทั้ง 3 อำนาจครับ,70,0,,,1
pantip,17389,42119058,pantip_2136250,2023-07-16 10:10:51,เครครับ,7,0,,,1
pantip,17390,42119058,pantip_7611335,2023-07-15 09:56:52,ตั้งกระทู้ถามก็ต้องอ่านอยู่ดี อ่านในกูเกิ้ลละเอียดกว่าเยอะ,58,0,,,0
pantip,17392,42119058,pantip_7104855,2023-07-15 16:59:25,ด จ ร,5,0,,,1
pantip,17394,42119058,pantip_7585251,2023-07-15 11:02:58,คือ คนที่เอาคะแนนเสียงมาอ้างเพื่อกระทำตามใจตนครับ เช่น อ้าง 14 ล้านเพื่อแก้ ม.112 สมัย ww2 ฮิตเลอร์ ได้รับคะแนนเลือกตั้งท่วมท้นจากคนเยอรมันจากนั้นอ้างคะแนนเสียงประกาศสงคราม,172,0,,,0
pantip,17397,42119058,pantip_7500065,2023-07-15 19:17:12,เพี้ยน,6,0,,,0
pantip,17400,42119058,pantip_7629961,2023-07-21 17:36:25,ได้ยิน คำว่า ซาอุดีอาระเบีย เป็นเผด็จ ที่เป็นผู้นำ จึงเข้าตามหลักศาสนาเรย ที่เป็นหลักการ เลือกคนที่ดีมาปกครองอ่ะ ให้มีตัดสินใจแต่ผู้เดียว ถึงแม้ผู้นำจะ ออกกฏ แต่ผู้นำก็อยู่ในกฏด้วย การออกกฎหมาย แต่ละที เขาก็ฟังเสียง ประชาชน เลาตั้งสุดยอดความเห็น อย่าแก้น่ะ และขอบคุณคำตอบที่ให้เลาเข้าจุ้ย อ่านกูเกิ้ลงงแล้วงง อีกฮะ,314,0,,,1
pantip,17565,42119159,pantip_7630122,2023-07-15 10:50:52,เมื่อวานม็อบสามกีบนัดชุมนุมที่ลานหอศิลป์มาเป็นล้าน ๆ ล้วนเป็นเด็กๆเยาวรุ่น ไร้คนแก่ สูงวัย เห็นภาพแล้ว. พะลึง ตึงๆ นี่ถ้า. สามกีบนัดหยุดงานทั้งประเทศตามที่แกนนำ. นักวิชาการเคยบอกไว้. เสดสะกิดคงทรุดหนัก ตับไต. ใจคอ. ไม่ดีเลยครับ ยอมรับเถอะว่า. ประเทศนี้โดนสามกีบล้อมไว้หมดแล้ว อิอิ,280,1,,,1
pantip,17566,42119159,pantip_7585251,2023-07-15 10:53:17,คนน้อยครับ ผมเอา แห้ว ไปขาย เหลือจน แห้วรากงอก เอาไปปลูกใหม่ได้เลยครับ,70,2,,,0
pantip,17567,42119159,pantip_2136250,2023-07-15 13:28:08,ลองเอากล้วยไปขายครับ เผื่อเขาไม่ชอบแห้ว แต่ชอบกล้วย แต่ถ้ายังขายไม่ได้ ก็แจกกล้วยไปเลยครับ,90,2,,,1
pantip,17570,42119159,pantip_6711372,2023-07-15 12:44:48,เพราะหยกไม่ได้เรียน แต่ ก้าวไกลไม่เหลียวแล ทำให้คนอื่น ๆ ไม่กล้าทำอะไรอีกแล้ว,77,2,,,1
pantip,17574,42119160,pantip_7576977,2023-07-15 10:37:47,พิธาคิโอ มีลุงไม่มีเรา ลุง งั้นมึน ก็เป็นฝ่ายค้านไปเตอะ,55,2,,,1
pantip,17576,42119160,pantip_7611335,2023-07-15 10:49:38,ทำตัวเอง ล๊อคตัวเอง มัดมือมัดขาตัวเอง จากความสุดโตงของกก.เอง,60,2,,,0
pantip,17577,42119160,pantip_7630122,2023-07-15 10:49:40,มีลุง ไม่มีเอ็ง อิอิ,20,0,,,1
pantip,17578,42119160,pantip_7585251,2023-07-15 10:55:10,ฉลาดล้ำจนหมดสภาพเป็น นายก,25,2,,,0
pantip,17586,42119168,pantip_7585251,2023-07-15 10:47:33,ชุมนุมที่ไหนครับ ผมจะเอา แห้ว ไปขาย.,36,1,,,0
pantip,17587,42119168,pantip_7630122,2023-07-15 10:47:49,เมื่อวานม็อบสามกีบนัดชุมนุมที่ลานหอศิลป์มาเป็นล้าน ๆ ล้วนเป็นเด็กๆเยาวรุ่น ไร้คนแก่ สูงวัย เห็นภาพแล้ว. พะลึง ตึงๆ นี่ถ้า. สามกีบนัดหยุดงานทั้งประเทศตามที่แกนนำ. นักวิชาการเคยบอกไว้. เสดสะกิดคงทรุดหนัก ตับไต. ใจคอ. ไม่ดีเลยครับ ยอมรับเถอะว่า. ประเทศนี้โดนสามกีบล้อมไว้หมดแล้ว อิอิ,280,1,,,1
pantip,17589,42119168,pantip_7576977,2023-07-15 10:48:07,จตุพร พูด เลือก ไทยรักไทย 19 ล้านเสียง ตอนโดนปฏิวัติ ออกมาไม่ถึง 19 คน เพื่อไทย 18 ล้านเสียง โดนปฏิวัติ ไม่มีใครออกมาเลย ก้าวไกล แค่ 14 ล้านเสียง,145,2,,,1
pantip,17604,42119168,pantip_3171069,2023-07-15 15:10:28,ในโซเชียลมีการเตือนกันไม่อยากให้ออกไปชุมนุม เดี๋ยวก็จะวนกลับไปแบบเก่า ที่ยุให้ออกมาอาจจะมีพวกio ปั่นอยู่ด้วย,108,1,,,0
pantip,17605,42119168,pantip_6654990,2023-07-15 15:16:25,ปชช เค้าหันมาใช้วิธีแบนสิ่งต่างๆตามสิทธิของ ปชช ตามกฎหมายรึป่าวนะ,65,0,,,0
pantip,17642,42119182,pantip_7630122,2023-07-15 11:04:12,ถ้ายอมถอย. แล้วจะเอาอะไรไปหลอกเด็ก ให้ไปคิดคุกแทนล่ะ อิอิ,57,1,,,1
pantip,17668,42119203,pantip_7576977,2023-07-15 11:23:34,อ้าว เล่าเสี้ยน หรือ,20,0,,,1
pantip,17670,42119203,pantip_7630122,2023-07-15 11:32:05,อีกหน่อยคงเป็น ขงเบ้งบะหมี่เกี๊ยว อิอิ,38,2,,,1
pantip,17673,42119204,pantip_6514355,2023-07-15 11:07:52,การที่ สว ไม่เลือกพิธา แล้วคนไทยไปเล่นงาน ธุรกิจลูกหลานของ สว ให้ไม่มีที่ยืน อันนี้ถือว่า คนไทยนิสัยแพ้แล้วพาลหรือเปล่า ดูข่าวแล้วสงสัยว่า ลูก สว เกี่ยวอะไรด้วย เขาไม่ได้เป็นคนตัดสินใจเลือกนายกสักหน่อย ทำไมไม่ไปเล่น สว,218,4,,,0
pantip,17675,42119204,pantip_7640918,2023-07-15 11:11:27,คนไทยนิสัยแพ้แล้วพาลหรือเปล่า ไม่แค่คนไทย ตอนtrump เป็นปธน คนไม่ชอบtrump ก็ไปบอยคอตแบรนด์แฟชั่นของลูกเขา,104,1,,,1
pantip,17679,42119204,pantip_6485819,2023-07-15 11:13:02,แพ้แล้วพาลกันทุกฝ่าย ส้ม ก็เหมือนกัน ได้เสียงมากสุดแต่แต่ สว ไม่โหวตให้นายก แบบนี้ สว แพ้แล้วพาลหรือเปล่า สมัย4 ปีก่อน เพื่อไทยได้คะแนนเสียงมากสุด แต่ไหงกลายเป็น อีกพรรคนึงกลายเป็นรัฐบาล แพ้แล้วพาล สมัยยิ่งลักษณ์เป็นนายก แต่ อีกฝ่ายมาปฏิวัติ แพ้แล้วพาลนี่ครับ สมัยทักษิณเป็นนายก ปฏิวัติอีก แพ้แล้วไม่รู้จักแพ้ ผมเห็นมีแต่พวกแพ้แล้วไม่ยอมรับตัวเองพ่ายแพ้ ทั้งนั้น,362,9,,,0
pantip,17680,42119204,pantip_7312773,2023-07-16 11:14:32,มันคือนิสัยคนไทย ที่ขี้เกียจ ไม่พยายาม แต่อยากชนะครับ,53,0,,,0
pantip,17681,42119204,pantip_7246658,2023-07-15 11:15:04,พวกแพ้เลือกตั้งแล้วพาลนี่ควรเรียกว่าอะไรดี แพ้เลือกตั้งก็ยุบพรรคเค้า รัฐประหารรัฐบาลของเขา เขียนรัฐธรรมนูญแล้วบังคับให้เขาลงนามรับรอง ไม่งั้นก็ไม่ต้องมีเลือกตั้ง ห้ามเผยเผยแพร่ข่าวสาร ไม่งั้นจะจับเข้าห้องไปปรับทัศนคติ พวกคนพาลแต่กำเนิดควรเป็นอีกฝั่งมากกว่ามั้ยคะ ตั้งกระทู้ให้คนมารุมด่าแท้ๆเลยค่ะ แผลเป็นเยอะขนาดนี้ เงียบๆไว้ไม่มีใครว่าน่ะ,339,10,,,0
pantip,17683,42119204,pantip_5414712,2023-07-15 11:20:39,แบบนั้นเรียกว่า อันธพาล,23,2,,,1
pantip,17684,42119204,pantip_7312773,2023-07-16 11:15:52,ผู้มีอำนาจ มักสะสมอันธพาล เอาไว้สู้คน ถูกต้องตามหลักมาเฟียครับ,62,0,,,0
pantip,17685,42119204,pantip_7630122,2023-07-15 11:33:58,แฉไร. แฉไป อย่าแฉเรื่อง เมียน้อย นะ บ้านจิแตก อิอิ,50,0,,,1
pantip,17694,42119204,pantip_7488871,2023-07-15 11:48:45,สมควร สนุกดี ชอบ ไม่ผิดกฎหมาย,29,1,,,0
pantip,17696,42119204,pantip_7488871,2023-07-15 13:24:32,คนไทยนับแค่สลิ่มเน่าหรือครับ,28,0,,,0
pantip,17699,42119204,pantip_7630122,2023-07-15 12:15:32,สามกีบก็เคยแบน 711 จนเดี๋ยวนี้ 711 ปิดสาขาไปเยอะ จนแทบไม่เหลือ ที่เหลืออยู่ก็ร้างๆ แทบขายอะไรไม่ได้ โลกใบนี้. สีส้ม อิอิ,120,1,,,1
pantip,17700,42119204,pantip_5414712,2023-07-17 13:50:51,หาร้าน711หายากมากๆ ไม่รู้จะเข้าตรงไหนดี ตรงนู้นก็มีตรงนี้ก็มีตรงนั้นก็มี,72,0,,,1
pantip,17701,42119204,pantip_7553151,2023-07-15 12:20:50,ทำงี้ ไม่เห็นแก่หน้าลูกหลานเลย อายคนมาก,39,0,,,0
pantip,17702,42119204,pantip_7561086,2023-07-15 12:25:56,พอประชาชนทำมั่งกลับบอกแพ้แล้วพาล ทีฝั่งสลิ่มพวกตัวเองเล่น พรรคแบ่งพวกทีพวกทั้ง กกต สส สว เรียกว่าอะไรตอบหน่อยครับ สลิ่มที่ดีคือสลิ่มที่ตายแล้ว,142,5,,,0
pantip,17710,42119204,pantip_6654990,2023-07-15 15:05:07,ปชช เค้าก็ใช้สิทธิของเค้าได้ตามกฏหมายเหมือนที่ สว ใช้สิทธิไม่โหวตนายกของ ปชช รึป่าวนะ,85,0,,,0
pantip,17711,42119204,pantip_7585251,2023-07-15 16:28:21,หากจะเข้ามา ล้มล้าง ควรไปสมัคร แม่บ้าน ไม่ใช่ มาสมัคร สส. ฮา,60,0,,,0
pantip,17717,42119204,pantip_7611472,2023-07-16 14:22:21,ถ้าว่ากันตามตรงเลยนะ ทุกคน มีสิทธิจะคิด ตามที่สมองและจิตใจตัวเองประเมินประมวล คนถ่อย ก็จะทำอะไรที่มันถ่อยๆ คนสุภาพ ก็จะทำอะไรที่มันสุภาพ หลีกเลี่ยงการปะทะ แต่จะไม่ไปอุดหนุน ประท้วงเงียบ ก็ยังสามารถทำได้อยู่วันยังค่ำ ฉนั้น ก็ตัวใครตัวมันล่ะครับ งานนี้,250,0,,,1
pantip,17721,42119204,pantip_7611472,2023-07-16 16:33:48,เหรออออ,7,0,,,1
pantip,17722,42119204,pantip_6689983,2023-07-17 11:52:00,ไม่น่าใช่ประชาธิปไตยแล้วล่ะ เริ่มกลายเป็นคอมมิวนิสต์แล้ว เที่ยวไปชี้นิ้วว่าคนโน้นต้องทำอย่างนั้นต้องทำอย่างนี้,110,0,,,0
pantip,17817,42119262,pantip_7576977,2023-07-15 12:10:05,ขวัญใจแม่ยก,11,1,,,1
pantip,17823,42119262,pantip_6967530,2023-07-16 21:38:21,คราวหน้า 251 ก็ขาดแล้ว แต่นโยบายหลอก คนจะเชื่ออีกป่าว ผมคนนึงเห็นไส้ ไม่เลือกแล้ว,81,0,,,0
pantip,17846,42119275,pantip_6906612,2023-07-15 11:56:17,เมื่อการแก้ ม112 มีความสำคัญยิ่งยวดมากกว่าปัญหาปากท้องของประชาชนและปัญหาเศรษฐกิจที่ย่ำแย่ของประเทศ คิดได้ไงเนี่ย ก้าวไกล,120,3,,,1
pantip,17852,42119275,pantip_7546849,2023-07-15 12:29:58,หาก มาตรา 112 ไม่ถูก กำจัด การจะไปเอา ที่ราชผัสดุ มาแจกจ่าย หรือ เทขาย ให้นายทุนต่างชาติ ก็จะทำไม่ได้ วิธีการหาทุนงบประมาณ แทนให้พวกตนต้องจ่ายภาษี ก็คงถูกกำหนดเอาไว้แล้ว ว่าพื้นที่ไหน และ ใครจะได้ไปดูแลเท่าไหร่ โดยเฉพาะ มณฑลทหาร นี่ก็คงจะ เลือกสัน ปันส่วนกันลงตัว จึง สามารถกล่าวได้ว่า อะไรจะย้ายไป และ การย้ายไปก็คงให้ไปไล่ซื้อ สปก ที่เตรียมไว้ ก็จะได้สองเด้ง สามเด้ง คงไม่มีใคร ที่ไหน ในโลก ต้องการแก้กฏหมาย เพื่ออิสระ ในการกระแนะกระแหน แท้จริงแล้ว ต้องมี ผลประโยชน์อื่น จึงได้ เว้นไม่ได้ ขาดไม่ได้,500,1,,,0
pantip,17854,42119275,pantip_6630265,2023-07-15 12:42:31,คุณหนูบนหอคอยงาช้าง ไม่รู้เฟ้ยว่าลำบากเป็นอย่างไร แค่ขัดใจ กินข้าวอยู่ได้ ฝรั่งเขากินขนมปังกัน แสงจงส่องข้า ข้าจะสอนให้กินขนมปัง เพี้ยนแหวะ,139,0,,,0
pantip,17856,42119275,pantip_2193075,2023-07-15 12:45:13,ปัญหาของชาวบ้านที่เลือกท่านเข้ามาทำหน้าที่ สส.สำคัญกว่า อยากบอกว่า พวกท่านควรใช้เวลาที่ไม่มีการประชุมสภากลับเข้าท้องที่ ไปพบชาวบ้าน รับฟังความต้องการของชาวบ้าน เอามาให้พรรคประมวล ปัญหาไหน สำคัญ จำเป็น ต้องรีบเสนอสภาเข้าไปแก้ไขก่อน โดยเฉพาะปากท้อง ค่าครองชีพ หางานทำ อันไหนต้องใช้เวลานาน ก็จะได้มีคำตอบและปิดป้ายให้ชาวบ้านทราบด้วย ท่านจะทำอย่างไร เมื่อไร ส่วนเรื่องอิสระภาพ เสรีภาพ ความไม่เป็นธรรมค่อยแก้ในระดับแกนนำ วิป กรรมมาธิการ หรือเมื่อท่านเป็นรัฐบาล สส.ช่วยทำงานให้ชาวบ้าน ชุมชน ร้านค้า สังคมในท้องที่ที่เขาเลือกท่านมาก่อนครับ ไม่รู้ว่าพวกท่านเก่งเฉพาะหาเสียงอย่างเดียวหรือเปล่า เลยชอบเกาะกลุ่มอยู่กับแกนนำ ทำงานไม่เป็น,625,1,,,0
pantip,17859,42119275,pantip_7585251,2023-07-15 16:26:29,หากจะเข้ามา ล้มล้าง ควรไปสมัคร แม่บ้าน ไม่ใช่ มาสมัคร สส. ฮา,60,0,,,0
pantip,17861,42119275,pantip_7201887,2023-07-15 21:57:00,แล้วเขารีบตรงไหน ก้าวไกลยอมถอดออกจาก mou และจะเสนอในนามพรรคในวันข้างหน้า สว.ไม่รู้จะเอาเรื่องไหนจากโจมตี เลยหยิบยกเรื่องนี้มา พิธายังพูดในสภาเลยว่า กำลังอภิปรายเลือกนายก ไม่ใช่อภิปรายแก้ไข ม.112 แล้ว ม.112 ก็ไม่ได้แก้ง่าย ๆ,223,0,,,0
pantip,17862,42119275,pantip_7484216,2023-07-16 06:10:59,zodiac มันก็ท่องเป็นนกแก้วนกขุนทองมาแบบนี้แหละ อย่าไปให้ค่ามันมาก ขนาดมีคนอธิบายเรื่องอำนาจนิติบัญญัติ บริหาร ตุลาการแล้วมันก็ยังไม่พยายามทำความเข้าใจ,150,0,,,0
pantip,17863,42119275,pantip_5561316,2023-07-15 20:28:35,มั้นใจขนาดไหนว่า14ล้านเสียงที่ว่ามา ต้องการให้แก้ม112 เป็นอย่างแรก ผมหละ1เสียงที่เลือกและต้องการแก้เศรษฐกิจกับการคอรัปชั่น เป็นอันดับต้นๆ เชื่อผมเถอะยอมถอยแล้วอยู่ต่อสร้างผลงานไปเรื่อยๆ เพราะ4ปีข้างหน้าอาจจะไม่มีโอกาสอีกแล้ว ถ้ารัฐบาลข้างหน้าทำเศรษกิจได้ดีกว่าตู่แล้วผมว่าใครเข้ามาก็ทำได้ดีกว่าตู่อยู่แล้ว,305,0,,,0
pantip,17864,42119275,pantip_4488967,2023-07-15 23:42:46,มันแสดงให้เห็นว่า เป้าหมายหลักของ กก คือ 112 ไม่ใช่การเข้ามาแก้ปัญหาให้ประชาชน ด้อมส้มหลายคนคงเริ่มตาสว่าง,106,0,,,0
pantip,17871,42119276,pantip_7488871,2023-07-15 13:29:44,เคยบอกหลายครั้งแล้วว่า ก้าวไกลประกาศจะปฏิรูปปราบคอรัปชั่นกองทัพ ก็เท่ากับประกาศจุดจบให้ตัวเอง,93,1,,,0
pantip,17873,42119276,pantip_7389721,2023-07-15 12:41:42,ไม่รู้เรื่อง ไม่มีความเข้าใจในเรื่องนี้ ยังกล้าตั้งกระทู้ เขาหลอกมาไง เขากล่าวหากันไง เอามาเย้ว ๆ ต่อทั้งที่ไม่รู้เรื่อง สลิ่มนี่จริง ๆ เลย เหมือนกันทุกตน ถีบขาคู่,163,1,,,1
pantip,17875,42119276,pantip_7626268,2023-07-15 14:00:02,เอาอะไรกับนักสะกดจิตตัวเอง นั่นไง มียอดไปเลยคับ คุงพี่1000บาท มากดหัวใจให้,74,0,,,1
pantip,17877,42119276,pantip_7585251,2023-07-15 16:26:07,หากจะเข้ามา ล้มล้าง ควรไปสมัคร แม่บ้าน ไม่ใช่ มาสมัคร สส. ฮา,60,0,,,0
pantip,18087,42119484,pantip_7641659,2023-07-15 14:38:06,บ้านเมืองเรามีสิ่งศักดิ์สิทธิ์คุ้มครอง แต่ทำไมคนรุ่นใหม่ๆถึงหลุดกรอบได้ล่ะครับ ผมอ่านๆดู ในเชิงเทคนิคแล้ว มันแทบเป็นไปไม่ได้เลยที่คนจะหลุดกรอบน่ะครับ เพราะพระหลักเมืองที่มีทุกจังหวัดจะคอยเฝ้าติดตาม พระกาฬไชยศรีท่านก็ช่วยอีกแรง แถมมีเจ้าพ่อหอกลองที่คอยลั่นกลองหรือคอยส่งสัญญาณเตือนเวลามีข้าศึกอีก ฯลฯ และทุกท่านทำงานสอดประสานกันกับพระสยามเทวาธิราช ฯลฯ เป็นไปได้มั้ยที่สิ่งศักดิ์สิทธิ์ท่านรับฟังเยาวชนแล้วน่ะครับ นาทีที่320,421,2,,,1
pantip,18089,42119484,pantip_7641659,2023-07-15 14:54:44,ท่านเหล่านี้ ถ้าเทียบให้เห็นภาพง่ายๆ คือ ผีเจ้าที่ แต่มีสเกลใหญ่กว่า มีnetwork coverageที่กว้างกว่าครับ ผีเจ้าที่ สื่อสารกันด้วยจิตและเข้าถึงจิตของเจ้าของบ้านได้เป็นปกติอยู่แล้วน่ะครับ และสิ่งศักดิ์สิทธิ์ของประเทศที่กล่าวถึงนั้น มีสเกลที่ใหญ่กว่าแค่นั้นครับ,257,1,,,1
pantip,18090,42119484,pantip_7641659,2023-07-15 14:49:01,ประเด็นสำคัญคือ ในเชิงเทคนิคแล้ว พระหลักเมืองท่านเข้าถึงตากลางหน้าผากของทุกๆคนได้น่ะครับ ทั้งคนไทย ทั้งต่างชาติ ทั้งมิตรและศัตรูของประเทศ ฯลฯ ทีนี้ตากลางหน้าผาก คือ ส่วนที่สำคัญที่สุดของมนุษย์และสรรพสัตว์ เมื่อถูกเข้าถึงแล้ว จึงเป็นไปไม่ได้เลยที่จะหลุดออกนอกกรอบ แล้วเกิดเป็นเยาวชนทะลุแก๊ซ ทะลุวังอะไรทำนองนั้นน่ะครับ ในทางทฤษฎี ประเทศจะต้องมีแค่คนดีเท่านั้น แต่กลับมีคนหลุดกรอบมากถึงสิบล้านคน คำถามคือ สิ่งศักดิ์สิทธิ์ท่านรับฟังและปล่อยผ่านเยาวชนเหล่านี้แล้วใช่หรือไม่ครับ,473,0,,,1
pantip,18092,42119484,pantip_7630122,2023-07-15 15:09:20,ไปเจอ มนต์ดำสายดาร์ก ของพวกหลอกเด็กไปติดคุก อิอิ,48,0,,,1
pantip,18093,42119484,pantip_7641659,2023-07-15 15:15:58,ประเด็นคือ แค่ตาดู หูฟัง และสมองคิด อย่างที่มนุษย์นักการเมืองชี้นำ ยังไม่ลึกล้ำเท่ากับที่สิ่งศักดิ์สิทธิ์ทำ คือ เข้าถึงจิต คอยดลใจอะไรแบบนั้นน่ะครับ ผมเลยประหลาดใจว่า มีเด็กหลุดกรอบได้ยังไง แปลกมากๆครับ,202,0,,,1
pantip,18094,42119484,pantip_6654990,2023-07-15 15:13:19,กก สายดาร์ก แล้วอีกฝั่งสายขาวหรอ เพราะอีกฝั่งไม่มีบ่อน ไม่รู้ไม่รู้ มันคือแป้งก็เลยเป็นสายขาวงั้นหรอ,100,0,,,0
pantip,18095,42119484,pantip_7647226,2023-07-27 18:12:00,valuable helpful content.,25,0,,,0
